"capsid","strain","density","tree_sp","numeric_dose","total_n","total_virus","dose_response","SOK","day","value","numeric_day"
"MNPV","TMB","ME","DO",2,20,16,0.8,12.5,"day_14",5,14
"MNPV","TMB","ME","DO",2,20,16,0.8,12.5,"day_15",2,15
"MNPV","TMB","ME","DO",2,20,16,0.8,12.5,"day_16",0,16
"MNPV","TMB","ME","DO",2,20,16,0.8,12.5,"day_17",0,17
"MNPV","TMB","ME","DO",2,20,16,0.8,12.5,"day_18",0,18
"MNPV","TMB","ME","DO",2,20,16,0.8,12.5,"day_19",0,19
"MNPV","TMB","ME","DO",2,20,16,0.8,12.5,"day_20",0,20
"MNPV","TMB","ME","DO",2,20,16,0.8,12.5,"day_21",0,21
"MNPV","TMB","ME","DO",2,20,16,0.8,12.5,"day_22",0,22
"MNPV","TMB","ME","DO",2,20,16,0.8,12.5,"day_23",0,23
"MNPV","TMB","ME","DO",2,20,16,0.8,12.5,"day_24",0,24
"MNPV","TMB","ME","DO",2,20,16,0.8,12.5,"day_25",0,25
"MNPV","TMB","ME","DO",2,20,16,0.8,12.5,"day_26",0,26
"MNPV","TMB","ME","DO",2,20,16,0.8,12.5,"day_27",0,27
"MNPV","TMB","ME","DO",2,20,16,0.8,12.5,"day_28",0,28
"MNPV","TMB","LO","GR",1,30,9,0.3,12.33333333,"day_6",0,6
"MNPV","TMB","LO","GR",1,30,9,0.3,12.33333333,"day_7",0,7
"MNPV","TMB","LO","GR",1,30,9,0.3,12.33333333,"day_8",0,8
"MNPV","TMB","LO","GR",1,30,9,0.3,12.33333333,"day_9",1,9
"MNPV","TMB","LO","GR",1,30,9,0.3,12.33333333,"day_10",1,10
"MNPV","TMB","LO","GR",1,30,9,0.3,12.33333333,"day_11",1,11
"MNPV","TMB","LO","GR",1,30,9,0.3,12.33333333,"day_12",1,12
"MNPV","TMB","LO","GR",1,30,9,0.3,12.33333333,"day_13",2,13
"MNPV","TMB","LO","GR",1,30,9,0.3,12.33333333,"day_14",2,14
"MNPV","TMB","LO","GR",1,30,9,0.3,12.33333333,"day_15",1,15
"MNPV","TMB","LO","GR",1,30,9,0.3,12.33333333,"day_16",0,16
"MNPV","TMB","LO","GR",1,30,9,0.3,12.33333333,"day_17",0,17
"MNPV","TMB","LO","GR",1,30,9,0.3,12.33333333,"day_18",0,18
"MNPV","TMB","LO","GR",1,30,9,0.3,12.33333333,"day_19",0,19
"MNPV","TMB","LO","GR",1,30,9,0.3,12.33333333,"day_20",0,20
"MNPV","TMB","LO","GR",1,30,9,0.3,12.33333333,"day_21",0,21
"MNPV","TMB","LO","GR",1,30,9,0.3,12.33333333,"day_22",0,22
"MNPV","TMB","LO","GR",1,30,9,0.3,12.33333333,"day_23",0,23
"MNPV","TMB","LO","GR",1,30,9,0.3,12.33333333,"day_24",0,24
"MNPV","TMB","LO","GR",1,30,9,0.3,12.33333333,"day_25",0,25
"MNPV","TMB","LO","GR",1,30,9,0.3,12.33333333,"day_26",0,26
"MNPV","TMB","LO","GR",1,30,9,0.3,12.33333333,"day_27",0,27
"MNPV","TMB","LO","GR",1,30,9,0.3,12.33333333,"day_28",0,28
"MNPV","TMB","LO","DO",1,26,17,0.653846154,12.88235294,"day_6",0,6
"MNPV","TMB","LO","DO",1,26,17,0.653846154,12.88235294,"day_7",0,7
"MNPV","TMB","LO","DO",1,26,17,0.653846154,12.88235294,"day_8",0,8
"MNPV","TMB","LO","DO",1,26,17,0.653846154,12.88235294,"day_9",0,9
"MNPV","TMB","LO","DO",1,26,17,0.653846154,12.88235294,"day_10",2,10
"MNPV","TMB","LO","DO",1,26,17,0.653846154,12.88235294,"day_11",2,11
"MNPV","TMB","LO","DO",1,26,17,0.653846154,12.88235294,"day_12",3,12
"MNPV","TMB","LO","DO",1,26,17,0.653846154,12.88235294,"day_13",3,13
"MNPV","TMB","LO","DO",1,26,17,0.653846154,12.88235294,"day_14",6,14
"MNPV","TMB","LO","DO",1,26,17,0.653846154,12.88235294,"day_15",0,15
"MNPV","TMB","LO","DO",1,26,17,0.653846154,12.88235294,"day_16",0,16
"MNPV","TMB","LO","DO",1,26,17,0.653846154,12.88235294,"day_17",0,17
"MNPV","TMB","LO","DO",1,26,17,0.653846154,12.88235294,"day_18",1,18
"MNPV","TMB","LO","DO",1,26,17,0.653846154,12.88235294,"day_19",0,19
"MNPV","TMB","LO","DO",1,26,17,0.653846154,12.88235294,"day_20",0,20
"MNPV","TMB","LO","DO",1,26,17,0.653846154,12.88235294,"day_21",0,21
"MNPV","TMB","LO","DO",1,26,17,0.653846154,12.88235294,"day_22",0,22
"MNPV","TMB","LO","DO",1,26,17,0.653846154,12.88235294,"day_23",0,23
"MNPV","TMB","LO","DO",1,26,17,0.653846154,12.88235294,"day_24",0,24
"MNPV","TMB","LO","DO",1,26,17,0.653846154,12.88235294,"day_25",0,25
"MNPV","TMB","LO","DO",1,26,17,0.653846154,12.88235294,"day_26",0,26
"MNPV","TMB","LO","DO",1,26,17,0.653846154,12.88235294,"day_27",0,27
"MNPV","TMB","LO","DO",1,26,17,0.653846154,12.88235294,"day_28",0,28
