"capsid","strain","density","tree_sp","numeric_dose","total_n","total_virus","dose_response","SOK","day","value","numeric_day"
"SNPV","COL","HI","GR",3,29,3,0.103448276,16,"day_6",0,6
"SNPV","COL","HI","GR",3,29,3,0.103448276,16,"day_7",0,7
"SNPV","COL","HI","GR",3,29,3,0.103448276,16,"day_8",0,8
"SNPV","COL","HI","GR",3,29,3,0.103448276,16,"day_9",0,9
"SNPV","COL","HI","GR",3,29,3,0.103448276,16,"day_10",0,10
"SNPV","COL","HI","GR",3,29,3,0.103448276,16,"day_11",0,11
"SNPV","COL","HI","GR",3,29,3,0.103448276,16,"day_12",0,12
"SNPV","COL","HI","GR",3,29,3,0.103448276,16,"day_13",0,13
"SNPV","COL","HI","GR",3,29,3,0.103448276,16,"day_14",0,14
"SNPV","COL","HI","GR",3,29,3,0.103448276,16,"day_15",1,15
"SNPV","COL","HI","GR",3,29,3,0.103448276,16,"day_16",1,16
"SNPV","COL","HI","GR",3,29,3,0.103448276,16,"day_17",1,17
"SNPV","COL","HI","GR",3,29,3,0.103448276,16,"day_18",0,18
"SNPV","COL","HI","GR",3,29,3,0.103448276,16,"day_19",0,19
"SNPV","COL","HI","GR",3,29,3,0.103448276,16,"day_20",0,20
"SNPV","COL","HI","GR",3,29,3,0.103448276,16,"day_21",0,21
"SNPV","COL","HI","GR",3,29,3,0.103448276,16,"day_22",0,22
"SNPV","COL","HI","GR",3,29,3,0.103448276,16,"day_23",0,23
"SNPV","COL","HI","GR",3,29,3,0.103448276,16,"day_24",0,24
"SNPV","COL","HI","GR",3,29,3,0.103448276,16,"day_25",0,25
"SNPV","COL","HI","GR",3,29,3,0.103448276,16,"day_26",0,26
"SNPV","COL","HI","GR",3,29,3,0.103448276,16,"day_27",0,27
"SNPV","COL","HI","GR",3,29,3,0.103448276,16,"day_28",0,28
"SNPV","COL","HI","DO",3,26,8,0.307692308,13.75,"day_6",1,6
"SNPV","COL","HI","DO",3,26,8,0.307692308,13.75,"day_7",0,7
"SNPV","COL","HI","DO",3,26,8,0.307692308,13.75,"day_8",0,8
"SNPV","COL","HI","DO",3,26,8,0.307692308,13.75,"day_9",0,9
"SNPV","COL","HI","DO",3,26,8,0.307692308,13.75,"day_10",0,10
"SNPV","COL","HI","DO",3,26,8,0.307692308,13.75,"day_11",1,11
"SNPV","COL","HI","DO",3,26,8,0.307692308,13.75,"day_12",0,12
"SNPV","COL","HI","DO",3,26,8,0.307692308,13.75,"day_13",1,13
"SNPV","COL","HI","DO",3,26,8,0.307692308,13.75,"day_14",1,14
"SNPV","COL","HI","DO",3,26,8,0.307692308,13.75,"day_15",1,15
"SNPV","COL","HI","DO",3,26,8,0.307692308,13.75,"day_16",1,16
"SNPV","COL","HI","DO",3,26,8,0.307692308,13.75,"day_17",1,17
"SNPV","COL","HI","DO",3,26,8,0.307692308,13.75,"day_18",1,18
"SNPV","COL","HI","DO",3,26,8,0.307692308,13.75,"day_19",0,19
"SNPV","COL","HI","DO",3,26,8,0.307692308,13.75,"day_20",0,20
"SNPV","COL","HI","DO",3,26,8,0.307692308,13.75,"day_21",0,21
"SNPV","COL","HI","DO",3,26,8,0.307692308,13.75,"day_22",0,22
"SNPV","COL","HI","DO",3,26,8,0.307692308,13.75,"day_23",0,23
"SNPV","COL","HI","DO",3,26,8,0.307692308,13.75,"day_24",0,24
"SNPV","COL","HI","DO",3,26,8,0.307692308,13.75,"day_25",0,25
"SNPV","COL","HI","DO",3,26,8,0.307692308,13.75,"day_26",0,26
"SNPV","COL","HI","DO",3,26,8,0.307692308,13.75,"day_27",0,27
"SNPV","COL","HI","DO",3,26,8,0.307692308,13.75,"day_28",0,28
"SNPV","COL","ME","GR",2,26,6,0.230769231,8.666666667,"day_6",1,6
"SNPV","COL","ME","GR",2,26,6,0.230769231,8.666666667,"day_7",1,7
"SNPV","COL","ME","GR",2,26,6,0.230769231,8.666666667,"day_8",0,8
"SNPV","COL","ME","GR",2,26,6,0.230769231,8.666666667,"day_9",1,9
"SNPV","COL","ME","GR",2,26,6,0.230769231,8.666666667,"day_10",3,10
"SNPV","COL","ME","GR",2,26,6,0.230769231,8.666666667,"day_11",0,11
"SNPV","COL","ME","GR",2,26,6,0.230769231,8.666666667,"day_12",0,12
"SNPV","COL","ME","GR",2,26,6,0.230769231,8.666666667,"day_13",0,13
"SNPV","COL","ME","GR",2,26,6,0.230769231,8.666666667,"day_14",0,14
"SNPV","COL","ME","GR",2,26,6,0.230769231,8.666666667,"day_15",0,15
"SNPV","COL","ME","GR",2,26,6,0.230769231,8.666666667,"day_16",0,16
"SNPV","COL","ME","GR",2,26,6,0.230769231,8.666666667,"day_17",0,17
"SNPV","COL","ME","GR",2,26,6,0.230769231,8.666666667,"day_18",0,18
"SNPV","COL","ME","GR",2,26,6,0.230769231,8.666666667,"day_19",0,19
"SNPV","COL","ME","GR",2,26,6,0.230769231,8.666666667,"day_20",0,20
"SNPV","COL","ME","GR",2,26,6,0.230769231,8.666666667,"day_21",0,21
"SNPV","COL","ME","GR",2,26,6,0.230769231,8.666666667,"day_22",0,22
"SNPV","COL","ME","GR",2,26,6,0.230769231,8.666666667,"day_23",0,23
"SNPV","COL","ME","GR",2,26,6,0.230769231,8.666666667,"day_24",0,24
"SNPV","COL","ME","GR",2,26,6,0.230769231,8.666666667,"day_25",0,25
"SNPV","COL","ME","GR",2,26,6,0.230769231,8.666666667,"day_26",0,26
"SNPV","COL","ME","GR",2,26,6,0.230769231,8.666666667,"day_27",0,27
"SNPV","COL","ME","GR",2,26,6,0.230769231,8.666666667,"day_28",0,28
"SNPV","COL","ME","DO",2,24,4,0.166666667,14.75,"day_6",0,6
"SNPV","COL","ME","DO",2,24,4,0.166666667,14.75,"day_7",0,7
"SNPV","COL","ME","DO",2,24,4,0.166666667,14.75,"day_8",0,8
"SNPV","COL","ME","DO",2,24,4,0.166666667,14.75,"day_9",0,9
"SNPV","COL","ME","DO",2,24,4,0.166666667,14.75,"day_10",0,10
"SNPV","COL","ME","DO",2,24,4,0.166666667,14.75,"day_11",0,11
"SNPV","COL","ME","DO",2,24,4,0.166666667,14.75,"day_12",0,12
"SNPV","COL","ME","DO",2,24,4,0.166666667,14.75,"day_13",0,13
"SNPV","COL","ME","DO",2,24,4,0.166666667,14.75,"day_14",3,14
"SNPV","COL","ME","DO",2,24,4,0.166666667,14.75,"day_15",0,15
"SNPV","COL","ME","DO",2,24,4,0.166666667,14.75,"day_16",0,16
"SNPV","COL","ME","DO",2,24,4,0.166666667,14.75,"day_17",1,17
"SNPV","COL","ME","DO",2,24,4,0.166666667,14.75,"day_18",0,18
"SNPV","COL","ME","DO",2,24,4,0.166666667,14.75,"day_19",0,19
"SNPV","COL","ME","DO",2,24,4,0.166666667,14.75,"day_20",0,20
"SNPV","COL","ME","DO",2,24,4,0.166666667,14.75,"day_21",0,21
"SNPV","COL","ME","DO",2,24,4,0.166666667,14.75,"day_22",0,22
"SNPV","COL","ME","DO",2,24,4,0.166666667,14.75,"day_23",0,23
"SNPV","COL","ME","DO",2,24,4,0.166666667,14.75,"day_24",0,24
"SNPV","COL","ME","DO",2,24,4,0.166666667,14.75,"day_25",0,25
"SNPV","COL","ME","DO",2,24,4,0.166666667,14.75,"day_26",0,26
"SNPV","COL","ME","DO",2,24,4,0.166666667,14.75,"day_27",0,27
"SNPV","COL","ME","DO",2,24,4,0.166666667,14.75,"day_28",0,28
"SNPV","COL","LO","GR",1,22,0,0,0,"day_6",0,6
"SNPV","COL","LO","GR",1,22,0,0,0,"day_7",0,7
"SNPV","COL","LO","GR",1,22,0,0,0,"day_8",0,8
"SNPV","COL","LO","GR",1,22,0,0,0,"day_9",0,9
"SNPV","COL","LO","GR",1,22,0,0,0,"day_10",0,10
"SNPV","COL","LO","GR",1,22,0,0,0,"day_11",0,11
"SNPV","COL","LO","GR",1,22,0,0,0,"day_12",0,12
"SNPV","COL","LO","GR",1,22,0,0,0,"day_13",0,13
"SNPV","COL","LO","GR",1,22,0,0,0,"day_14",0,14
"SNPV","COL","LO","GR",1,22,0,0,0,"day_15",0,15
"SNPV","COL","LO","GR",1,22,0,0,0,"day_16",0,16
"SNPV","COL","LO","GR",1,22,0,0,0,"day_17",0,17
"SNPV","COL","LO","GR",1,22,0,0,0,"day_18",0,18
"SNPV","COL","LO","GR",1,22,0,0,0,"day_19",0,19
"SNPV","COL","LO","GR",1,22,0,0,0,"day_20",0,20
"SNPV","COL","LO","GR",1,22,0,0,0,"day_21",0,21
"SNPV","COL","LO","GR",1,22,0,0,0,"day_22",0,22
"SNPV","COL","LO","GR",1,22,0,0,0,"day_23",0,23
"SNPV","COL","LO","GR",1,22,0,0,0,"day_24",0,24
"SNPV","COL","LO","GR",1,22,0,0,0,"day_25",0,25
"SNPV","COL","LO","GR",1,22,0,0,0,"day_26",0,26
"SNPV","COL","LO","GR",1,22,0,0,0,"day_27",0,27
"SNPV","COL","LO","GR",1,22,0,0,0,"day_28",0,28
"SNPV","COL","LO","DO",1,32,9,0.28125,13.11111111,"day_6",1,6
"SNPV","COL","LO","DO",1,32,9,0.28125,13.11111111,"day_7",1,7
"SNPV","COL","LO","DO",1,32,9,0.28125,13.11111111,"day_8",0,8
"SNPV","COL","LO","DO",1,32,9,0.28125,13.11111111,"day_9",0,9
"SNPV","COL","LO","DO",1,32,9,0.28125,13.11111111,"day_10",0,10
"SNPV","COL","LO","DO",1,32,9,0.28125,13.11111111,"day_11",2,11
"SNPV","COL","LO","DO",1,32,9,0.28125,13.11111111,"day_12",0,12
"SNPV","COL","LO","DO",1,32,9,0.28125,13.11111111,"day_13",0,13
"SNPV","COL","LO","DO",1,32,9,0.28125,13.11111111,"day_14",0,14
"SNPV","COL","LO","DO",1,32,9,0.28125,13.11111111,"day_15",2,15
"SNPV","COL","LO","DO",1,32,9,0.28125,13.11111111,"day_16",1,16
"SNPV","COL","LO","DO",1,32,9,0.28125,13.11111111,"day_17",1,17
"SNPV","COL","LO","DO",1,32,9,0.28125,13.11111111,"day_18",0,18
"SNPV","COL","LO","DO",1,32,9,0.28125,13.11111111,"day_19",0,19
"SNPV","COL","LO","DO",1,32,9,0.28125,13.11111111,"day_20",1,20
"SNPV","COL","LO","DO",1,32,9,0.28125,13.11111111,"day_21",0,21
"SNPV","COL","LO","DO",1,32,9,0.28125,13.11111111,"day_22",0,22
"SNPV","COL","LO","DO",1,32,9,0.28125,13.11111111,"day_23",0,23
"SNPV","COL","LO","DO",1,32,9,0.28125,13.11111111,"day_24",0,24
"SNPV","COL","LO","DO",1,32,9,0.28125,13.11111111,"day_25",0,25
"SNPV","COL","LO","DO",1,32,9,0.28125,13.11111111,"day_26",0,26
"SNPV","COL","LO","DO",1,32,9,0.28125,13.11111111,"day_27",0,27
"SNPV","COL","LO","DO",1,32,9,0.28125,13.11111111,"day_28",0,28
"SNPV","CUB","HI","GR",3,20,0,0,0,"day_6",0,6
"SNPV","CUB","HI","GR",3,20,0,0,0,"day_7",0,7
"SNPV","CUB","HI","GR",3,20,0,0,0,"day_8",0,8
"SNPV","CUB","HI","GR",3,20,0,0,0,"day_9",0,9
"SNPV","CUB","HI","GR",3,20,0,0,0,"day_10",0,10
"SNPV","CUB","HI","GR",3,20,0,0,0,"day_11",0,11
"SNPV","CUB","HI","GR",3,20,0,0,0,"day_12",0,12
"SNPV","CUB","HI","GR",3,20,0,0,0,"day_13",0,13
"SNPV","CUB","HI","GR",3,20,0,0,0,"day_14",0,14
"SNPV","CUB","HI","GR",3,20,0,0,0,"day_15",0,15
"SNPV","CUB","HI","GR",3,20,0,0,0,"day_16",0,16
"SNPV","CUB","HI","GR",3,20,0,0,0,"day_17",0,17
"SNPV","CUB","HI","GR",3,20,0,0,0,"day_18",0,18
"SNPV","CUB","HI","GR",3,20,0,0,0,"day_19",0,19
"SNPV","CUB","HI","GR",3,20,0,0,0,"day_20",0,20
"SNPV","CUB","HI","GR",3,20,0,0,0,"day_21",0,21
"SNPV","CUB","HI","GR",3,20,0,0,0,"day_22",0,22
"SNPV","CUB","HI","GR",3,20,0,0,0,"day_23",0,23
"SNPV","CUB","HI","GR",3,20,0,0,0,"day_24",0,24
"SNPV","CUB","HI","GR",3,20,0,0,0,"day_25",0,25
"SNPV","CUB","HI","GR",3,20,0,0,0,"day_26",0,26
"SNPV","CUB","HI","GR",3,20,0,0,0,"day_27",0,27
"SNPV","CUB","HI","GR",3,20,0,0,0,"day_28",0,28
"SNPV","CUB","HI","DO",3,18,3,0.166666667,14.66666667,"day_6",0,6
"SNPV","CUB","HI","DO",3,18,3,0.166666667,14.66666667,"day_7",0,7
"SNPV","CUB","HI","DO",3,18,3,0.166666667,14.66666667,"day_8",0,8
"SNPV","CUB","HI","DO",3,18,3,0.166666667,14.66666667,"day_9",0,9
"SNPV","CUB","HI","DO",3,18,3,0.166666667,14.66666667,"day_10",0,10
"SNPV","CUB","HI","DO",3,18,3,0.166666667,14.66666667,"day_11",0,11
"SNPV","CUB","HI","DO",3,18,3,0.166666667,14.66666667,"day_12",0,12
"SNPV","CUB","HI","DO",3,18,3,0.166666667,14.66666667,"day_13",0,13
"SNPV","CUB","HI","DO",3,18,3,0.166666667,14.66666667,"day_14",2,14
"SNPV","CUB","HI","DO",3,18,3,0.166666667,14.66666667,"day_15",0,15
"SNPV","CUB","HI","DO",3,18,3,0.166666667,14.66666667,"day_16",1,16
"SNPV","CUB","HI","DO",3,18,3,0.166666667,14.66666667,"day_17",0,17
"SNPV","CUB","HI","DO",3,18,3,0.166666667,14.66666667,"day_18",0,18
"SNPV","CUB","HI","DO",3,18,3,0.166666667,14.66666667,"day_19",0,19
"SNPV","CUB","HI","DO",3,18,3,0.166666667,14.66666667,"day_20",0,20
"SNPV","CUB","HI","DO",3,18,3,0.166666667,14.66666667,"day_21",0,21
"SNPV","CUB","HI","DO",3,18,3,0.166666667,14.66666667,"day_22",0,22
"SNPV","CUB","HI","DO",3,18,3,0.166666667,14.66666667,"day_23",0,23
"SNPV","CUB","HI","DO",3,18,3,0.166666667,14.66666667,"day_24",0,24
"SNPV","CUB","HI","DO",3,18,3,0.166666667,14.66666667,"day_25",0,25
"SNPV","CUB","HI","DO",3,18,3,0.166666667,14.66666667,"day_26",0,26
"SNPV","CUB","HI","DO",3,18,3,0.166666667,14.66666667,"day_27",0,27
"SNPV","CUB","HI","DO",3,18,3,0.166666667,14.66666667,"day_28",0,28
"SNPV","CUB","ME","GR",2,21,1,0.047619048,8,"day_6",0,6
"SNPV","CUB","ME","GR",2,21,1,0.047619048,8,"day_7",0,7
"SNPV","CUB","ME","GR",2,21,1,0.047619048,8,"day_8",1,8
"SNPV","CUB","ME","GR",2,21,1,0.047619048,8,"day_9",0,9
"SNPV","CUB","ME","GR",2,21,1,0.047619048,8,"day_10",0,10
"SNPV","CUB","ME","GR",2,21,1,0.047619048,8,"day_11",0,11
"SNPV","CUB","ME","GR",2,21,1,0.047619048,8,"day_12",0,12
"SNPV","CUB","ME","GR",2,21,1,0.047619048,8,"day_13",0,13
"SNPV","CUB","ME","GR",2,21,1,0.047619048,8,"day_14",0,14
"SNPV","CUB","ME","GR",2,21,1,0.047619048,8,"day_15",0,15
"SNPV","CUB","ME","GR",2,21,1,0.047619048,8,"day_16",0,16
"SNPV","CUB","ME","GR",2,21,1,0.047619048,8,"day_17",0,17
"SNPV","CUB","ME","GR",2,21,1,0.047619048,8,"day_18",0,18
"SNPV","CUB","ME","GR",2,21,1,0.047619048,8,"day_19",0,19
"SNPV","CUB","ME","GR",2,21,1,0.047619048,8,"day_20",0,20
"SNPV","CUB","ME","GR",2,21,1,0.047619048,8,"day_21",0,21
"SNPV","CUB","ME","GR",2,21,1,0.047619048,8,"day_22",0,22
"SNPV","CUB","ME","GR",2,21,1,0.047619048,8,"day_23",0,23
"SNPV","CUB","ME","GR",2,21,1,0.047619048,8,"day_24",0,24
"SNPV","CUB","ME","GR",2,21,1,0.047619048,8,"day_25",0,25
"SNPV","CUB","ME","GR",2,21,1,0.047619048,8,"day_26",0,26
"SNPV","CUB","ME","GR",2,21,1,0.047619048,8,"day_27",0,27
"SNPV","CUB","ME","GR",2,21,1,0.047619048,8,"day_28",0,28
"SNPV","CUB","ME","DO",2,19,6,0.315789474,13.5,"day_6",1,6
"SNPV","CUB","ME","DO",2,19,6,0.315789474,13.5,"day_7",0,7
"SNPV","CUB","ME","DO",2,19,6,0.315789474,13.5,"day_8",0,8
"SNPV","CUB","ME","DO",2,19,6,0.315789474,13.5,"day_9",0,9
"SNPV","CUB","ME","DO",2,19,6,0.315789474,13.5,"day_10",0,10
"SNPV","CUB","ME","DO",2,19,6,0.315789474,13.5,"day_11",0,11
"SNPV","CUB","ME","DO",2,19,6,0.315789474,13.5,"day_12",0,12
"SNPV","CUB","ME","DO",2,19,6,0.315789474,13.5,"day_13",2,13
"SNPV","CUB","ME","DO",2,19,6,0.315789474,13.5,"day_14",1,14
"SNPV","CUB","ME","DO",2,19,6,0.315789474,13.5,"day_15",0,15
"SNPV","CUB","ME","DO",2,19,6,0.315789474,13.5,"day_16",0,16
"SNPV","CUB","ME","DO",2,19,6,0.315789474,13.5,"day_17",1,17
"SNPV","CUB","ME","DO",2,19,6,0.315789474,13.5,"day_18",1,18
"SNPV","CUB","ME","DO",2,19,6,0.315789474,13.5,"day_19",0,19
"SNPV","CUB","ME","DO",2,19,6,0.315789474,13.5,"day_20",0,20
"SNPV","CUB","ME","DO",2,19,6,0.315789474,13.5,"day_21",0,21
"SNPV","CUB","ME","DO",2,19,6,0.315789474,13.5,"day_22",0,22
"SNPV","CUB","ME","DO",2,19,6,0.315789474,13.5,"day_23",0,23
"SNPV","CUB","ME","DO",2,19,6,0.315789474,13.5,"day_24",0,24
"SNPV","CUB","ME","DO",2,19,6,0.315789474,13.5,"day_25",0,25
"SNPV","CUB","ME","DO",2,19,6,0.315789474,13.5,"day_26",0,26
"SNPV","CUB","ME","DO",2,19,6,0.315789474,13.5,"day_27",0,27
"SNPV","CUB","ME","DO",2,19,6,0.315789474,13.5,"day_28",0,28
"SNPV","CUB","LO","GR",1,18,0,0,0,"day_6",0,6
"SNPV","CUB","LO","GR",1,18,0,0,0,"day_7",0,7
"SNPV","CUB","LO","GR",1,18,0,0,0,"day_8",0,8
"SNPV","CUB","LO","GR",1,18,0,0,0,"day_9",0,9
"SNPV","CUB","LO","GR",1,18,0,0,0,"day_10",0,10
"SNPV","CUB","LO","GR",1,18,0,0,0,"day_11",0,11
"SNPV","CUB","LO","GR",1,18,0,0,0,"day_12",0,12
"SNPV","CUB","LO","GR",1,18,0,0,0,"day_13",0,13
"SNPV","CUB","LO","GR",1,18,0,0,0,"day_14",0,14
"SNPV","CUB","LO","GR",1,18,0,0,0,"day_15",0,15
"SNPV","CUB","LO","GR",1,18,0,0,0,"day_16",0,16
"SNPV","CUB","LO","GR",1,18,0,0,0,"day_17",0,17
"SNPV","CUB","LO","GR",1,18,0,0,0,"day_18",0,18
"SNPV","CUB","LO","GR",1,18,0,0,0,"day_19",0,19
"SNPV","CUB","LO","GR",1,18,0,0,0,"day_20",0,20
"SNPV","CUB","LO","GR",1,18,0,0,0,"day_21",0,21
"SNPV","CUB","LO","GR",1,18,0,0,0,"day_22",0,22
"SNPV","CUB","LO","GR",1,18,0,0,0,"day_23",0,23
"SNPV","CUB","LO","GR",1,18,0,0,0,"day_24",0,24
"SNPV","CUB","LO","GR",1,18,0,0,0,"day_25",0,25
"SNPV","CUB","LO","GR",1,18,0,0,0,"day_26",0,26
"SNPV","CUB","LO","GR",1,18,0,0,0,"day_27",0,27
"SNPV","CUB","LO","GR",1,18,0,0,0,"day_28",0,28
"SNPV","CUB","LO","DO",1,46,20,0.434782609,14.65,"day_6",2,6
"SNPV","CUB","LO","DO",1,46,20,0.434782609,14.65,"day_7",0,7
"SNPV","CUB","LO","DO",1,46,20,0.434782609,14.65,"day_8",0,8
"SNPV","CUB","LO","DO",1,46,20,0.434782609,14.65,"day_9",0,9
"SNPV","CUB","LO","DO",1,46,20,0.434782609,14.65,"day_10",0,10
"SNPV","CUB","LO","DO",1,46,20,0.434782609,14.65,"day_11",0,11
"SNPV","CUB","LO","DO",1,46,20,0.434782609,14.65,"day_12",0,12
"SNPV","CUB","LO","DO",1,46,20,0.434782609,14.65,"day_13",6,13
"SNPV","CUB","LO","DO",1,46,20,0.434782609,14.65,"day_14",1,14
"SNPV","CUB","LO","DO",1,46,20,0.434782609,14.65,"day_15",4,15
"SNPV","CUB","LO","DO",1,46,20,0.434782609,14.65,"day_16",2,16
"SNPV","CUB","LO","DO",1,46,20,0.434782609,14.65,"day_17",1,17
"SNPV","CUB","LO","DO",1,46,20,0.434782609,14.65,"day_18",2,18
"SNPV","CUB","LO","DO",1,46,20,0.434782609,14.65,"day_19",1,19
"SNPV","CUB","LO","DO",1,46,20,0.434782609,14.65,"day_20",0,20
"SNPV","CUB","LO","DO",1,46,20,0.434782609,14.65,"day_21",0,21
"SNPV","CUB","LO","DO",1,46,20,0.434782609,14.65,"day_22",0,22
"SNPV","CUB","LO","DO",1,46,20,0.434782609,14.65,"day_23",0,23
"SNPV","CUB","LO","DO",1,46,20,0.434782609,14.65,"day_24",0,24
"SNPV","CUB","LO","DO",1,46,20,0.434782609,14.65,"day_25",1,25
"SNPV","CUB","LO","DO",1,46,20,0.434782609,14.65,"day_26",0,26
"SNPV","CUB","LO","DO",1,46,20,0.434782609,14.65,"day_27",0,27
"SNPV","CUB","LO","DO",1,46,20,0.434782609,14.65,"day_28",0,28
"SNPV","LOV","HI","GR",3,31,4,0.129032258,19.25,"day_6",0,6
"SNPV","LOV","HI","GR",3,31,4,0.129032258,19.25,"day_7",0,7
"SNPV","LOV","HI","GR",3,31,4,0.129032258,19.25,"day_8",0,8
"SNPV","LOV","HI","GR",3,31,4,0.129032258,19.25,"day_9",0,9
"SNPV","LOV","HI","GR",3,31,4,0.129032258,19.25,"day_10",0,10
"SNPV","LOV","HI","GR",3,31,4,0.129032258,19.25,"day_11",0,11
"SNPV","LOV","HI","GR",3,31,4,0.129032258,19.25,"day_12",0,12
"SNPV","LOV","HI","GR",3,31,4,0.129032258,19.25,"day_13",1,13
"SNPV","LOV","HI","GR",3,31,4,0.129032258,19.25,"day_14",0,14
"SNPV","LOV","HI","GR",3,31,4,0.129032258,19.25,"day_15",0,15
"SNPV","LOV","HI","GR",3,31,4,0.129032258,19.25,"day_16",0,16
"SNPV","LOV","HI","GR",3,31,4,0.129032258,19.25,"day_17",0,17
"SNPV","LOV","HI","GR",3,31,4,0.129032258,19.25,"day_18",1,18
"SNPV","LOV","HI","GR",3,31,4,0.129032258,19.25,"day_19",0,19
"SNPV","LOV","HI","GR",3,31,4,0.129032258,19.25,"day_20",1,20
"SNPV","LOV","HI","GR",3,31,4,0.129032258,19.25,"day_21",0,21
"SNPV","LOV","HI","GR",3,31,4,0.129032258,19.25,"day_22",0,22
"SNPV","LOV","HI","GR",3,31,4,0.129032258,19.25,"day_23",0,23
"SNPV","LOV","HI","GR",3,31,4,0.129032258,19.25,"day_24",0,24
"SNPV","LOV","HI","GR",3,31,4,0.129032258,19.25,"day_25",0,25
"SNPV","LOV","HI","GR",3,31,4,0.129032258,19.25,"day_26",1,26
"SNPV","LOV","HI","GR",3,31,4,0.129032258,19.25,"day_27",0,27
"SNPV","LOV","HI","GR",3,31,4,0.129032258,19.25,"day_28",0,28
"SNPV","LOV","HI","DO",3,30,7,0.233333333,10.57142857,"day_6",1,6
"SNPV","LOV","HI","DO",3,30,7,0.233333333,10.57142857,"day_7",1,7
"SNPV","LOV","HI","DO",3,30,7,0.233333333,10.57142857,"day_8",0,8
"SNPV","LOV","HI","DO",3,30,7,0.233333333,10.57142857,"day_9",0,9
"SNPV","LOV","HI","DO",3,30,7,0.233333333,10.57142857,"day_10",2,10
"SNPV","LOV","HI","DO",3,30,7,0.233333333,10.57142857,"day_11",0,11
"SNPV","LOV","HI","DO",3,30,7,0.233333333,10.57142857,"day_12",0,12
"SNPV","LOV","HI","DO",3,30,7,0.233333333,10.57142857,"day_13",1,13
"SNPV","LOV","HI","DO",3,30,7,0.233333333,10.57142857,"day_14",2,14
"SNPV","LOV","HI","DO",3,30,7,0.233333333,10.57142857,"day_15",0,15
"SNPV","LOV","HI","DO",3,30,7,0.233333333,10.57142857,"day_16",0,16
"SNPV","LOV","HI","DO",3,30,7,0.233333333,10.57142857,"day_17",0,17
"SNPV","LOV","HI","DO",3,30,7,0.233333333,10.57142857,"day_18",0,18
"SNPV","LOV","HI","DO",3,30,7,0.233333333,10.57142857,"day_19",0,19
"SNPV","LOV","HI","DO",3,30,7,0.233333333,10.57142857,"day_20",0,20
"SNPV","LOV","HI","DO",3,30,7,0.233333333,10.57142857,"day_21",0,21
"SNPV","LOV","HI","DO",3,30,7,0.233333333,10.57142857,"day_22",0,22
"SNPV","LOV","HI","DO",3,30,7,0.233333333,10.57142857,"day_23",0,23
"SNPV","LOV","HI","DO",3,30,7,0.233333333,10.57142857,"day_24",0,24
"SNPV","LOV","HI","DO",3,30,7,0.233333333,10.57142857,"day_25",0,25
"SNPV","LOV","HI","DO",3,30,7,0.233333333,10.57142857,"day_26",0,26
"SNPV","LOV","HI","DO",3,30,7,0.233333333,10.57142857,"day_27",0,27
"SNPV","LOV","HI","DO",3,30,7,0.233333333,10.57142857,"day_28",0,28
"SNPV","LOV","ME","GR",2,8,0,0,0,"day_6",0,6
"SNPV","LOV","ME","GR",2,8,0,0,0,"day_7",0,7
"SNPV","LOV","ME","GR",2,8,0,0,0,"day_8",0,8
"SNPV","LOV","ME","GR",2,8,0,0,0,"day_9",0,9
"SNPV","LOV","ME","GR",2,8,0,0,0,"day_10",0,10
"SNPV","LOV","ME","GR",2,8,0,0,0,"day_11",0,11
"SNPV","LOV","ME","GR",2,8,0,0,0,"day_12",0,12
"SNPV","LOV","ME","GR",2,8,0,0,0,"day_13",0,13
"SNPV","LOV","ME","GR",2,8,0,0,0,"day_14",0,14
"SNPV","LOV","ME","GR",2,8,0,0,0,"day_15",0,15
"SNPV","LOV","ME","GR",2,8,0,0,0,"day_16",0,16
"SNPV","LOV","ME","GR",2,8,0,0,0,"day_17",0,17
"SNPV","LOV","ME","GR",2,8,0,0,0,"day_18",0,18
"SNPV","LOV","ME","GR",2,8,0,0,0,"day_19",0,19
"SNPV","LOV","ME","GR",2,8,0,0,0,"day_20",0,20
"SNPV","LOV","ME","GR",2,8,0,0,0,"day_21",0,21
"SNPV","LOV","ME","GR",2,8,0,0,0,"day_22",0,22
"SNPV","LOV","ME","GR",2,8,0,0,0,"day_23",0,23
"SNPV","LOV","ME","GR",2,8,0,0,0,"day_24",0,24
"SNPV","LOV","ME","GR",2,8,0,0,0,"day_25",0,25
"SNPV","LOV","ME","GR",2,8,0,0,0,"day_26",0,26
"SNPV","LOV","ME","GR",2,8,0,0,0,"day_27",0,27
"SNPV","LOV","ME","GR",2,8,0,0,0,"day_28",0,28
"SNPV","LOV","ME","DO",2,46,10,0.217391304,14,"day_6",0,6
"SNPV","LOV","ME","DO",2,46,10,0.217391304,14,"day_7",0,7
"SNPV","LOV","ME","DO",2,46,10,0.217391304,14,"day_8",0,8
"SNPV","LOV","ME","DO",2,46,10,0.217391304,14,"day_9",0,9
"SNPV","LOV","ME","DO",2,46,10,0.217391304,14,"day_10",2,10
"SNPV","LOV","ME","DO",2,46,10,0.217391304,14,"day_11",1,11
"SNPV","LOV","ME","DO",2,46,10,0.217391304,14,"day_12",2,12
"SNPV","LOV","ME","DO",2,46,10,0.217391304,14,"day_13",2,13
"SNPV","LOV","ME","DO",2,46,10,0.217391304,14,"day_14",0,14
"SNPV","LOV","ME","DO",2,46,10,0.217391304,14,"day_15",1,15
